original_firstname	original_lastname	first_name	family_name	source	initials	wos_form
JULIEN	ESTAGER	JULIEN	ESTAGER	ISGC	J	ESTAGER J
JESSICA	PLECK	JESSICA	PLECK	ISGC	J	PLECK J
JEAN-CHRISTOPHE	MONBALIU	JEAN CHRISTOPHE	MONBALIU	ISGC	J	MONBALIU J
ROMARIC	GERARDY	ROMARIC	GERARDY	ISGC	R	GERARDY R
LIA	AMARAL	LIA	AMARAL	ISGC	L	AMARAL L
ASHWIN KUMAR	JAINARAYANAN	ASHWIN KUMAR	JAINARAYANAN	ISGC	AK	JAINARAYANAN AK
GOMATHI	SHRIDHAR	GOMATHI	SHRIDHAR	ISGC	G	SHRIDHAR G
SAVITA	LADAGE	SAVITA	LADAGE	ISGC	S	LADAGE S
LAKSHMY	RAVISHANKAR	LAKSHMY	RAVISHANKAR	ISGC	L	RAVISHANKAR L
FEI	LIU	FEI	LIU	ISGC	F	LIU F
QIAOYUN	LIU	QIAOYUN	LIU	ISGC	Q	LIU Q
BOTAO	QIAO	BOTAO	QIAO	ISGC	B	QIAO B
AIQIN	WANG	AIQIN	WANG	ISGC	A	WANG A
TAO	ZHANG	TAO	ZHANG	ISGC	T	ZHANG T
NIKOLAUS	SCHWAIGER	NIKOLAUS	SCHWAIGER	ISGC	N	SCHWAIGER N
KLARA	TREUSCH	KLARA	TREUSCH	ISGC	K	TREUSCH K
ROLAND	NAGL	ROLAND	NAGL	ISGC	R	NAGL R
KLAUS	SCHLACKL	KLAUS	SCHLACKL	ISGC	K	SCHLACKL K
PETER	PUCHER	PETER	PUCHER	ISGC	P	PUCHER P
MATTHÄUS	SIEBENHOFER	MATTHAUS	SIEBENHOFER	ISGC	M	SIEBENHOFER M
BERNDT	HAMMERSCHLAG	BERNDT	HAMMERSCHLAG	ISGC	B	HAMMERSCHLAG B
JULIA	AUSSERLEITNER	JULIA	AUSSERLEITNER	ISGC	J	AUSSERLEITNER J
THOMAS	PICHLER	THOMAS	PICHLER	ISGC	T	PICHLER T
LEILA	MOURA	LEILA	MOURA	ISGC	L	MOURA L
JOHN D	HOLBREY	JOHN D	HOLBREY	ISGC	JD	HOLBREY JD
VIKTORIA	LEITNER	VIKTORIA	LEITNER	ISGC	V	LEITNER V
LAURA	SPARLINEK	LAURA	SPARLINEK	ISGC	L	SPARLINEK L
KATERYNA	WÖSS	KATERYNA	WOSS	ISGC	K	WOSS K
CHRISTINE	KLEIN	CHRISTINE	KLEIN	ISGC	C	KLEIN C
LAURENCE	HECQUET	LAURENCE	HECQUET	ISGC	L	HECQUET L
FRANCK	CHARMANTRAY	FRANCK	CHARMANTRAY	ISGC	F	CHARMANTRAY F
VÉRONIQUE	DE BERADINIS	VERONIQUE	DE BERARDINIS	ISGC	V	DE BERADINIS V
THIERRY	GEFFLAUT	THIERRY	GEFFLAUT	ISGC	T	GEFFLAUT T
EGON	HEUSON	EGON	HEUSON	ISGC	E	HEUSON E
MAXIME	DE SOUSA	MAXIME	DE SOUSA	ISGC	M	DE SOUSA M
MARION	LORILLIERE	MARION	LORILLIERE	ISGC	M	LORILLIERE M
JUHA	LINNEKOSKI	JUHA	LINNEKOSKI	ISGC	J	LINNEKOSKI J
MARTTA	ASIKAINEN	MARTTA	ASIKAINEN	ISGC	M	ASIKAINEN M
ALI	HARLIN	ALI	HARLIN	ISGC	A	HARLIN A
DAVID	THOMAS	DAVID	THOMAS	ISGC	D	THOMAS D
MAURIZIO	BENAGLIA	MAURIZIO	BENAGLIA	ISGC	M	BENAGLIA M
SIMONA MARGARETA	COMAN	SIMONA MARGARETA	COMAN	ISGC	SM	COMAN SM
MAGDI	BELKASSIM	MAGDI	EL FERGANI	ISGC	M	BELKASSIM M
MARIAN	VERZIU	MARIAN	VERZIU	ISGC	M	VERZIU M
VASILE	PARVULESCU	VASILE	PARVULESCU	ISGC	V	PARVULESCU V
CÉCILE	BOUILHAC	CECILE	BOUILHAC	ISGC	C	BOUILHAC C
NADIA	HAMMAMI	NADIA	HAMMAMI	ISGC	N	HAMMAMI N
MIKE	ROBITZER	MIKE	ROBITZER	ISGC	M	ROBITZER M
JEAN-PIERRE	HABAS	JEAN PIERRE	HABAS	ISGC	J	HABAS J
FREE	DE SCHOUWER	FREE	DE SCHOUWER	ISGC	F	DE SCHOUWER F
THOMAS	CUYPERS	THOMAS	CUYPERS	ISGC	T	CUYPERS T
LAURENS	CLAES	LAURENS	CLAES	ISGC	L	CLAES L
MICKAËL	HERBAUT	MICKAEL	HERBAUT	ISGC	M	HERBAUT M
GABRIEL	PAËS	GABRIEL	PAES	ISGC	G	PAES G
CARIN	DIETZ	CARIN	DIETZ	ISGC	C	DIETZ C
MARTIN	VAN SINT ANNALAND	MARTIN	VAN SINT ANNALAND	ISGC	M	VAN SINT ANNALAND M
MAAIKE	KROON	MAAIKE C	KROON	ISGC	M	KROON M
FAUSTO	GALLUCI	FAUSTO	GALLUCCI	ISGC	F	GALLUCI F
FABIO	LORENZINI	FABIO	LORENZINI	ISGC	F	LORENZINI F
ANDREW	MARR	ANDREW C	MARR	ISGC	A	MARR A
YUEMING	WANG	YUEMING	WANG	ISGC	Y	WANG Y
YUEYUAN	MA	YUEYUAN	MA	ISGC	Y	MA Y
XIAOHAN	LIU	XIAOHAN	LIU	ISGC	X	LIU X
MARTIN	REBROS	MARTIN	REBROS	ISGC	M	REBROS M
PAUL	ANASTAS	PAUL T	ANASTAS	ISGC	P	ANASTAS P
CHUN	HO LAM	CHUN	HO LAM	ISGC	C	HO LAM C
MICHAEL	TERHORST	MICHAEL	TERHORST	ISGC	M	TERHORST M
SALMI	TAPIO	SALMI	TAPIO	ISGC	S	TAPIO S
ANDREA	NEBREDA	ANDREA	NEBREDA	ISGC	A	NEBREDA A
DMITRY	MURZIN	DMITRY	YU MURZIN	ISGC	D	MURZIN D
KARI	ERÄNEN	KARI	ERANEN	ISGC	K	ERANEN K
TAPIO	SALMI	TAPIO	SALMI	ISGC	T	SALMI T
HENRIK	GRÉNMAN	HENRIK	GRENMAN	ISGC	H	GRENMAN H
DENIS	LUART	DENIS	LUART	ISGC	D	LUART D
CHRISTOPHE	LEN	CHRISTOPHE	LEN	ISGC	C	LEN C
SOPHIE	BRUNIAUX	SOPHIE	BRUNIAUX	ISGC	S	BRUNIAUX S
ANNA	SAID STÅLSMEDEN	ANNA	SAID STALSMEDEN	ISGC	A	SAID STALSMEDEN A
PETTER	DUNÅS	PETTER	DUNAS	ISGC	P	DUNAS P
AUGUST	RUNEMARK	AUGUST	RUNEMARK	ISGC	A	RUNEMARK A
JOSÉ LUIS	BELMONTE VÁZQUEZ	JOSE LUIS	BELMONTE VAZQUEZ	ISGC	JL	BELMONTE VAZQUEZ JL
KIM	VAN WEERDENBURG	KIM	VAN WEERDENBURG	ISGC	K	VAN WEERDENBURG K
REBECCA	RAE	REBECCA	RAE	ISGC	R	RAE R
PER-OLA	NORRBY	PER OLA	NORRBY	ISGC	P	NORRBY P
NINA	KANN	NINA	KANN	ISGC	N	KANN N
NICOLAS	DUGUET	NICOLAS	DUGUET	ISGC	N	DUGUET N
ELSA	DERUER	ELSA	DERUER	ISGC	E	DERUER E
MARIE-CHRISTINE	DUCLOS	MARIE CHRISTINE	DUCLOS	ISGC	M	DUCLOS M
VALÉRIE	MOLINIER	VALERIE	MOLINIER	ISGC	V	MOLINIER V
JEAN-MARIE	AUBRY	JEAN MARIE	AUBRY	ISGC	J	AUBRY J
ANDREAS	REDL	ANDREAS	REDL	ISGC	A	REDL A
MARC	LEMAIRE	MARC	LEMAIRE	ISGC	M	LEMAIRE M
CHARLOTTE	GOZLAN	CHARLOTTE	GOZLAN	ISGC	C	GOZLAN C
DUC-NAM	VU	DUC NAM	VU	ISGC	D	VU D
ESTELLE	METAY	ESTELLE	METAY	ISGC	E	METAY E
BORIS	GUICHERET	BORIS	GUICHERET	ISGC	B	GUICHERET B
SOULEYMANE	BAH	SOULEYMANE	BAH	ISGC	S	BAH S
BERNARD	CATHALA	BERNARD	CATHALA	ISGC	B	CATHALA B
ANA	VILLARES	ANA	VILLARES	ISGC	A	VILLARES A
CHLOÉ	BENNATI-GRANIER	CHLOE	BENNATI GRANIER	ISGC	C	BENNATI-GRANIER C
SONA	GARAJOVA	SONA	GARAJOVA	ISGC	S	GARAJOVA S
BODO	SAAKE	BODO	SAAKE	ISGC	B	SAAKE B
XAVIER	FALOURD	XAVIER	FALOURD	ISGC	X	FALOURD X
CÉLINE	MOREAU	CELINE	MOREAU	ISGC	C	MOREAU C
LOIC	FOUCAT	LOIC	FOUCAT	ISGC	L	FOUCAT L
JEAN-GUY	BERRIN	JEAN GUY	BERRIN	ISGC	J	BERRIN J
BIWEN	ZHU	BIWEN	ZHU	ISGC	B	ZHU B
DORINE	BELMESSIERI	DORINE	BELMESSIERI	ISGC	D	BELMESSIERI D
ANNELIES	VANDEKERKHOVE	ANNELIES	VANDEKERKHOVE	ISGC	A	VANDEKERKHOVE A
CHALACHEW MEBRAHTU	ASMELASH	CHALACHEW ASMELASH	MEBRAHTU	ISGC	CM	ASMELASH CM
FLORIAN	KREBS	FLORIAN	KREBS	ISGC	F	KREBS F
SIGLINDA	PERATHONER	SIGLINDA	PERATHONER	ISGC	S	PERATHONER S
SALVATORE	ABATE	SALVATORE	ABATE	ISGC	S	ABATE S
GABRIELE	CENTI	GABRIELE	CENTI	ISGC	G	CENTI G
IRINA	DELIDOVICH	IRINA	DELIDOVICH	ISGC	I	DELIDOVICH I
PETER	DRABO	PETER	DRABO	ISGC	P	DRABO P
JULIA	WOHLAND	JULIA	WOHLAND	ISGC	J	WOHLAND J
PIERLUIGI	TOSI	PIERLUIGI	TOSI	ISGC	P	TOSI P
JAN KEES	VAN DER WAAL	JAN C KEES	VAN DER WAAL	ISGC	JK	VAN DER WAAL JK
GERARD	VAN KLINK	GERARD	VAN KLINK	ISGC	G	VAN KLINK G
ILONA	VAN ZANDVOORT	ILONA	VAN ZANDVOORT	ISGC	I	VAN ZANDVOORT I
ED	DE JONG	ED	DE JONG	ISGC	E	DE JONG E
ALICE	MIJA	ALICE	MIJA	ISGC	A	MIJA A
KHALED	KHALILI	KHALED	KHALILI	ISGC	K	KHALILI K
CHRISTOPHER	LANCEFIELD	CHRISTOPHER	LANCEFIELD	ISGC	C	LANCEFIELD C
PETER	DE PEINDER	PETER	DE PEINDER	ISGC	P	DE PEINDER P
BERT	WECKHUYSEN	BERT M	WECKHUYSEN	ISGC	B	WECKHUYSEN B
JEAN MARIE	AUBRY	JEAN MARIE	AUBRY	ISGC	JM	AUBRY JM
BENJAMIN	JOOSEN	BENJAMIN	JOOSEN	ISGC	B	JOOSEN B
IVONNE	RODRIGUEZ-DONIS	IVONNE	RODRIGUEZ DONIS	ISGC	I	RODRIGUEZ-DONIS I
VINCENT	GERBAUD	VINCENT	GERBAUD	ISGC	V	GERBAUD V
MIKE	ALEXANDRE	MIKE	ALEXANDRE	ISGC	M	ALEXANDRE M
JEAN-CHRISTOPHE	GARRIGUES	JEAN CHRISTOPHE	GARRIGUES	ISGC	J	GARRIGUES J
EMILE	PEREZ	EMILE	PEREZ	ISGC	E	PEREZ E
COLETTE	LACABANNE	COLETTE	LACABANNE	ISGC	C	LACABANNE C
ERIC	DANTRAS	ERIC	DANTRAS	ISGC	E	DANTRAS E
SOPHIE	FRANCESCHI	SOPHIE	FRANCESCHI	ISGC	S	FRANCESCHI S
DAMIEN	COUDEYRE	DAMIEN	COUDEYRE	ISGC	D	COUDEYRE D
VÂNIA	CASTRO	VANIA	CASTRO	ISGC	V	CASTRO V
RUI L	REIS	RUI L	REIS	ISGC	RL	REIS RL
ANA RITA C	DUARTE	ANA RITA C	DUARTE	ISGC	ARC	DUARTE ARC
OANA	DUMITRESCU	OANA	DUMITRESCU	ISGC	O	DUMITRESCU O
GÉRARD	LINA	GERARD	LINA	ISGC	G	LINA G
MARIA PAULA	ROBALO	MARIA PAULA	ROBALO	ISGC	MP	ROBALO MP
ANA CATARINA	SOUSA	ANA CATARINA	SOUSA	ISGC	AC	SOUSA AC
M CONCEIÇÃO	OLIVEIRA	M CONCEICAO	OLIVEIRA	ISGC	MC	OLIVEIRA MC
LÍGIA	MARTINS	LIGIA O	MARTINS	ISGC	L	MARTINS L
ABDELKRIM	BERROUKCHE	ABDELKRIM	BERROUKCHE	ISGC	A	BERROUKCHE A
MOHAMED	TERRAS	MOHAMED	TERRAS	ISGC	M	TERRAS M
ABDELRAHMANE	LABANI	ABDELRAHMANE	LABANI	ISGC	A	LABANI A
IMANE	DENAI	IMANE	DENAI	ISGC	I	DENAI I
HAFSA	DELLAOUI	HAFSA	DELLAOUI	ISGC	H	DELLAOUI H
WASSILA	LANSARI	WASSILA	LANSARI	ISGC	W	LANSARI W
SHUNJI	XIE	SHUNJI	XIE	ISGC	S	XIE S
YE	WANG	YE	WANG	ISGC	Y	WANG Y
XUEJIAO	WU	XUEJIAO	WU	ISGC	X	WU X
WEIPING	DENG	WEIPING	DENG	ISGC	W	DENG W
QINGHONG	ZHANG	QINGHONG	ZHANG	ISGC	Q	ZHANG Q
TAKASHI	OHSHIMA	TAKASHI	OHSHIMA	ISGC	T	OHSHIMA T
KAZUHIRO	MORISAKI	KAZUHIRO	MORISAKI	ISGC	K	MORISAKI K
MASANAO	SAWA	MASANAO	SAWA	ISGC	M	SAWA M
RYOHEI	YONESAKI	RYOHEI	YONESAKI	ISGC	R	YONESAKI R
YUTA	KONDO	YUTA	KONDO	ISGC	Y	KONDO Y
HIROYUKI	MORIMOTO	HIROYUKI	MORIMOTO	ISGC	H	MORIMOTO H
MATTHIAS	KEHRER	MATTHIAS	KEHRER	ISGC	M	KEHRER M
CATHERINE	PINEL	CATHERINE	PINEL	ISGC	C	PINEL C
ACHRAF	SAID	ACHRAF	SAID	ISGC	A	SAID A
DENEILSON	DA SILVA PEREZ	DENILSON	DA SILVA PEREZ	ISGC	D	DA SILVA PEREZ D
NOEMIE	PERRET	NOEMIE	PERRET	ISGC	N	PERRET N
MICHÈLE	BESSON	MICHELE	BESSON	ISGC	M	BESSON M
FRÉDÉRIC	HAPIOT	FREDERIC	HAPIOT	ISGC	F	HAPIOT F
THEODORE	VANBESIEN	THEODORE	VANBESIEN	ISGC	T	VANBESIEN T
IUNIA	PODOLEAN	IUNIA	PODOLEAN	ISGC	I	PODOLEAN I
CRISTINA	RIZESCU	CRISTINA	RIZESCU	ISGC	C	RIZESCU C
CAMELIA	BALA	CAMELIA	BALA	ISGC	C	BALA C
LUCIAN	ROTARIU	LUCIAN	ROTARIU	ISGC	L	ROTARIU L
HERMENEGILDO	GARCIA	HERMENEGILDO	GARCIA	ISGC	H	GARCIA H
MARIA FRANCISCA	MANO	FRANCISCA	MANO	ISGC	MF	MANO MF
RUI L	REIS	RUI L	REIS	ISGC	RL	REIS RL
ANA RITA	DUARTE	ANA RITA C	DUARTE	ISGC	AR	DUARTE AR
FEIPING	ZHAO	FEIPING	ZHAO	ISGC	F	ZHAO F
SILLANPÄÄ	MIKA	SILLANPAA	MIKA	ISGC	S	MIKA S
MICHAEL	TAM	MICHAEL	TAM	ISGC	M	TAM M
MATTHIEU	VIROT	MATTHIEU	VIROT	ISGC	M	VIROT M
LEILA	NEGAHDAR	LEILA	NEGAHDAR	ISGC	L	NEGAHDAR L
ARTURO	GONZALEZ-QUIROGA	ARTURO	GONZALEZ QUIROGA	ISGC	A	GONZALEZ-QUIROGA A
DARIA	OTYUSKAYA	DARIA	OTYUSKAYA	ISGC	D	OTYUSKAYA D
HILAL	TORAMAN	HILAL	TORAMAN	ISGC	H	TORAMAN H
LI	LIU	LI	LIU	ISGC	L	LIU L
JOHANN	JASTRZEBSKI	JOHANN	JASTRZEBSKI	ISGC	J	JASTRZEBSKI J
GUY	MARIN	GUY	MARIN	ISGC	G	MARIN G
KEVIN	VAN GEEM	KEVIN	VAN GEEM	ISGC	K	VAN GEEM K
JORIS	THYBAUT	JORIS	THYBAUT	ISGC	J	THYBAUT J
MARINE	JANVIER	MARINE	JANVIER	ISGC	M	JANVIER M
ABDUS SAMAD	JAUFURALLY	ABDUS SAMAD	JAUFURALLY	ISGC	AS	JAUFURALLY AS
LOUIS	HOLLANDE	LOUIS	HOLLANDE	ISGC	L	HOLLANDE L
YIXIAN	CHEN	YIXIAN	CHEN	ISGC	Y	CHEN Y
PAUL-HENRI	DUCROT	PAUL HENRI	DUCROT	ISGC	P	DUCROT P
ELISE	PINLOCHE	ELISE	PINLOCHE	ISGC	E	PINLOCHE E
VÉRONIQUE	AGUIE-BEGHIN	VERONIQUE	AGUIE BEGHIN	ISGC	V	AGUIE-BEGHIN V
EMMANUEL	BERTRAND	EMMANUEL	BERTRAND	ISGC	E	BERTRAND E
STÉPHANIE	BAUMBERGER	STEPHANIE	BAUMBERGER	ISGC	S	BAUMBERGER S
BERNARD	KUREK	BERNARD	KUREK	ISGC	B	KUREK B
LÉA	VILCOCQ	LEA	VILCOCQ	ISGC	L	VILCOCQ L
PASCAL	FONGARLAND	PASCAL	FONGARLAND	ISGC	P	FONGARLAND P
GUIDO	SONNEMANN	GUIDO	SONNEMANN	ISGC	G	SONNEMANN G
HAMZA	ANNATH	HAMZA	ANNATH	ISGC	H	ANNATH H
GERALD	DONNELLY	GERALD	DONNELLY	ISGC	G	DONNELLY G
PATRICIA	MARR	PATRICIA	MARR	ISGC	P	MARR P
RAINER	SAUERBORN	RAINER	SAUERBORN	ISGC	R	SAUERBORN R
FRIEDERIKE	GUTMANN	FRIEDERIKE	GUTMANN	ISGC	F	GUTMANN F
BERND	FRANKE	BERND	FRANKE	ISGC	B	FRANKE B
MARIA	NILSSON	MARIA	NILSSON	ISGC	M	NILSSON M
YODI	MAHENDRADHATA	YODI	MAHENDRADHATA	ISGC	Y	MAHENDRADHATA Y
JEAN-CHRISTOPHE	BLIGNY	JEAN CHRISTOPHE	BLIGNY	ISGC	J	BLIGNY J
GUILLAUME	FAYET	GUILLAUME	FAYET	ISGC	G	FAYET G
THÉOPHILE	GAUDIN	THEOPHILE	GAUDIN	ISGC	T	GAUDIN T
PATRICIA	ROTUREAU	PATRICIA	ROTUREAU	ISGC	P	ROTUREAU P
ISABELLE	PEZRON	ISABELLE	PEZRON	ISGC	I	PEZRON I
HAIBO	YU	HAIBO	YU	ISGC	H	YU H
GUILLAUME	POMALAZA	GUILLAUME	POMALAZA	ISGC	G	POMALAZA G
MICKAËL	CAPRON	MICKAEL	CAPRON	ISGC	M	CAPRON M
MARKUS	HÖLSCHER	MARKUS	HOLSCHER	ISGC	M	HOLSCHER M
KAI	ROHMANN	KAI	ROHMANN	ISGC	K	ROHMANN K
WALTER	LEITNER	WALTER	LEITNER	ISGC	W	LEITNER W
JULIEN	COUVREUR	JULIEN	COUVREUR	ISGC	J	COUVREUR J
AURÉLIEN	PERU	AURELIEN	PERU	ISGC	A	PERU A
PIERRE	FERCHAUD	PIERRE	FERCHAUD	ISGC	P	FERCHAUD P
MAXIME	RIVIERE	MAXIME	RIVIERE	ISGC	M	RIVIERE M
AMANDINE	CABIAC	AMANDINE	CABIAC	ISGC	A	CABIAC A
DAMIEN	DELCROIX	DAMIEN	DELCROIX	ISGC	D	DELCROIX D
NAOKI	MIMURA	NAOKI	MIMURA	ISGC	N	MIMURA N
NATSUMI	MURAMATSU	NATSUMI	MURAMATSU	ISGC	N	MURAMATSU N
OSAMU	SATO	OSAMU	SATO	ISGC	O	SATO O
YOSHIO	MASUDA	YOSHIO	MASUDA	ISGC	Y	MASUDA Y
ARITOMO	YAMAGUCHI	ARITOMO	YAMAGUCHI	ISGC	A	YAMAGUCHI A
ANNA KATHARINA	BEINE	ANNA KATHARINA	BEINE	ISGC	AK	BEINE AK
ANREAS J D	KRÜGER	ANDREAS J D	KRUGER	ISGC	AJD	KRUGER AJD
JENS	ARTZ	JENS	ARTZ	ISGC	J	ARTZ J
PETER J C	HAUSOUL	PETER J C	HAUSOUL	ISGC	PJC	HAUSOUL PJC
TONY	CHAVE	TONY	CHAVE	ISGC	T	CHAVE T
ANDRÉS F	SIERRA SALAZAR	ANDRES FELIPE	SIERRA SALAZAR	ISGC	AF	SIERRA SALAZAR AF
SERGEY	NIKITENKO	SERGEY I	NIKITENKO	ISGC	S	NIKITENKO S
ANDRÉ	AYRAL	ANDRE	AYRAL	ISGC	A	AYRAL A
VASILE	HULEA	VASILE	HULEA	ISGC	V	HULEA V
PATRICIA J	KOOYMAN	PATRICIA J	KOOYMAN	ISGC	PJ	KOOYMAN PJ
FRANS D	TICHELAAR	FRANS D	TICHELAAR	ISGC	FD	TICHELAAR FD
PATRICK	LACROIX-DESMAZES	PATRICK	LACROIX DESMAZES	ISGC	P	LACROIX-DESMAZES P
JEAN-MARIE	PINCEMIN	JEAN MARIE	PINCEMIN	ISGC	J	PINCEMIN J
MARIA NELLY	GARCIA GONZALEZ	MARIA NELLY	GARCIA GONZALEZ	ISGC	MN	GARCIA GONZALEZ MN
PAOLA	D'ARRIGO	PAOLA	DARRIGO	ISGC	P	D'ARRIGO P
GIANMARCO	GRIFFINI	GIANMARCO	GRIFFINI	ISGC	G	GRIFFINI G
STEFANO	TURRI	STEFANO	TURRI	ISGC	S	TURRI S
CHIARA	ALLEGRETTI	CHIARA	ALLEGRETTI	ISGC	C	ALLEGRETTI C
MARINELLA	LEVI	MARINELLA	LEVI	ISGC	M	LEVI M
ESTHER	ACHA	ESTHER	ACHA	ISGC	E	ACHA E
ION	AGIRRE	ION	AGIRRE	ISGC	I	AGIRRE I
EIDER	ALDALUR	EIDER	ALDALUR	ISGC	E	ALDALUR E
ANA	GÓMEZ	ANA	GOMEZ	ISGC	A	GOMEZ A
SARA	SENDINO	SARA	SENDINO	ISGC	S	SENDINO S
JOSÉ FRANCISCO	CAMBRA	JOSE FRANCISCO	CAMBRA	ISGC	JF	CAMBRA JF
VICTORIA LAURA	BARRIO	VICTORIA LAURA	BARRIO	ISGC	VL	BARRIO VL
PALOMA	NASCIMENTO	PALOMA	NASCIMENTO	ISGC	P	NASCIMENTO P
JORGE FERNANDO BRANDÃO	PEREIRA	JORGE FERNANDO BRANDAO	PEREIRA	ISGC	JFB	PEREIRA JFB
VALÉRIA DE CARVALHO SANTOS	EBINUMA	SANTOS EBINUMA	VALERIA DE CARVALHO	ISGC	VDCS	EBINUMA VDCS
NOLWENN	TERME	NOLWENN	TERME	ISGC	N	TERME N
ROMAIN	BOULHO	ROMAIN	BOULHO	ISGC	R	BOULHO R
MELHA	KENDEL	MELHA	KENDEL	ISGC	M	KENDEL M
JEAN-PHILIPPE	KUCMA	JEAN PHILIPPE	KUCMA	ISGC	J	KUCMA J
GAËTANE	WIELGOSZ-COLLIN	GAETANE	WIELGOSZ COLLIN	ISGC	G	WIELGOSZ-COLLIN G
NATHALIE	BOURGOUGNON	NATHALIE	BOURGOUGNON	ISGC	N	BOURGOUGNON N
GILLES	BEDOUX	GILLES	BEDOUX	ISGC	G	BEDOUX G
JENNY	REICHERT	JENNY	REICHERT	ISGC	J	REICHERT J
KATHARINA	STARK	KATHARINA	STARK	ISGC	K	STARK K
ALEXANDER	TREMEL	ALEXANDER	TREMEL	ISGC	A	TREMEL A
MANFRED	BALDAUF	MANFRED	BALDAUF	ISGC	M	BALDAUF M
BINGBING	LAI	BINGBING	LAI	ISGC	B	LAI B
YANLONG	GU	YANLONG	GU	ISGC	Y	GU Y
SHANG-HAO	LIU	SHANG HAO	LIU	ISGC	S	LIU S
YUN-FEI	LI	YUN FEI	LI	ISGC	Y	LI Y
HAN	ZHANG	HAN	ZHANG	ISGC	H	ZHANG H
WEI-CHENG	LIN	WEI CHENG	LIN	ISGC	W	LIN W
AMRITA	DAS	AMRITA	DAS	ISGC	A	DAS A
TAKUMI	KIMIJIMA	TAKUMI	KIMIJIMA	ISGC	T	KIMIJIMA T
KENJI	WATANABE	KENJI	WATANABE	ISGC	K	WATANABE K
MAKOTO	TSUDA	MAKOTO	TSUDA	ISGC	M	TSUDA M
JOHANNES	SCHÄFFER	JOHANNES	SCHAFFER	ISGC	J	SCHAFFER J
MONIKA	ALBER	MONIKA	ALBER	ISGC	M	ALBER M
WOLFGANG	KORTH	WOLFGANG	KORTH	ISGC	W	KORTH W
MIRZA	COKOJA	MIRZA	COKOJA	ISGC	M	COKOJA M
ANDREAS	JESS	ANDREAS	JESS	ISGC	A	JESS A
VINICIUS O O	GONÇALVES	VINICIUS OTTONIO OLIVEIRA	GONCALVES	ISGC	VOO	GONCALVES VOO
FRÉDÉRIC	RICHARD	FREDERIC	RICHARD	ISGC	F	RICHARD F
FABIO B	NORONHA	FABIO B	NORONHA	ISGC	FB	NORONHA FB
PRISCILLA M	DE SOUZA	PRISCILLA M	DE SOUZA	ISGC	PM	DE SOUZA PM
VICTOR T	DA SILVA	VICTOR T	DA SILVA	ISGC	VT	DA SILVA VT
CAROLINE	HILLAIRET	CAROLINE	HILLAIRET	ISGC	C	HILLAIRET C
JEROME	LE NOTRE	JEROME	LE NOTRE	ISGC	J	LE NOTRE J
MARIA ELISABET	PIRES	MARIA ELISABET	PIRES	ISGC	ME	PIRES ME
DAVID	ABAD REMIRO	DAVID	ABAD REMIRO	ISGC	D	ABAD REMIRO D
ALEJANDRO	LEAL DUASO	ALEJANDRO	LEAL DUASO	ISGC	A	LEAL DUASO A
JOSÉ IGNACIO	GARCÍA LAUREIRO	JOSE IGNACIO	GARCIA LAUREIRO	ISGC	JI	GARCIA LAUREIRO JI
PASCUAL	PÉREZ	PASCUAL	PEREZ	ISGC	P	PEREZ P
ABDUL	REHMAN	ABDUL	REHMAN	ISGC	A	REHMAN A
ANA	LOPEZ	ANA	LOPEZ	ISGC	A	LOPEZ A
ANA	FRANCO	ANA	FRANCO	ISGC	A	FRANCO A
SUDIPTA	DE	SUDIPTA	DE	ISGC	S	DE S
ALINA MARIANA	BALU	ALINA MARIANA	BALU	ISGC	AM	BALU AM
ALFONSO	YEPEZ	ALFONSO	YEPEZ	ISGC	A	YEPEZ A
ANTONIO ANGEL	ROMERO	ANTONIO ANGEL	ROMERO REYES	ISGC	AA	ROMERO AA
RAFAEL	LUQUE	RAFAEL	LUQUE	ISGC	R	LUQUE R
TIMM	LANKAU	TIMM	LANKAU	ISGC	T	LANKAU T
CHIN-HUI	YU	CHIN HUI	YU	ISGC	C	YU C
MATILDE VALERIA	SOLMI	MATILDE VALERIA	SOLMI	ISGC	MV	SOLMI MV
MARC	SCHMITZ	MARC	SCHMITZ	ISGC	M	SCHMITZ M
SILVIA	KLOTZ	SILVIA	KLOTZ	ISGC	S	KLOTZ S
ANJA	KUENZ	ANJA	KUENZ	ISGC	A	KUENZ A
NAHLA	ARAJI	NAHLA	ARAJI	ISGC	N	ARAJI N
FRANCOIS	JEROME	FRANCOIS	JEROME	ISGC	F	JEROME F
AUDREY	MOORES	AUDREY H	MOORES	ISGC	A	MOORES A
GRÉGORY	CHATEL	GREGORY	CHATEL	ISGC	G	CHATEL G
DESIX	MADJINZA	DESIX DIANE	MADJINZA	ISGC	D	MADJINZA D
BRUNO	PEDRAS	BRUNO	PEDRAS	ISGC	B	PEDRAS B
ISABEL	SÁ-NOGUEIRA	ISABEL	SA NOGUEIRA	ISGC	I	SA-NOGUEIRA I
PEDRO	SIMÕES	PEDRO	SIMOES	ISGC	P	SIMOES P
FRÉDÉRIQUE	BERTAUD	FREDERIQUE	BERTAUD	ISGC	F	BERTAUD F
GÉRARD	MORTHA	GERARD	MORTHA	ISGC	G	MORTHA G
HÉLÈNE	LICHERE	HELENE	LICHERE	ISGC	H	LICHERE H
LUIS	SERRANO CANTADOR	LUIS	SERRANO CANTADOR	ISGC	L	SERRANO CANTADOR L
NATHALIE	MARLIN	NATHALIE	MARLIN	ISGC	N	MARLIN N
