name	original_firstname	original_lastname	first_name	family_name	source	initials	wos_form
GLADYS, ATEN	GLADYS	ATEN	GLADYS	ATEN	ISGC	G	ATEN G
VIOLAINE, ATHES	VIOLAINE	ATHES	VIOLAINE	ATHES	ISGC	V	ATHES V
MARTIN, ATKINS	MARTIN	ATKINS	MARTIN	ATKINS	ISGC	M	ATKINS M
MATHEUS, ATTADEMO	MATHEUS	ATTADEMO	MATHEUS	ATTADEMO	ISGC	M	ATTADEMO M
GILBERT, ATTUAH	GILBERT	ATTUAH	GILBERT	ATTUAH	ISGC	G	ATTUAH G
CHAK-TONG, AU	CHAK-TONG	AU	CHAK TONG	AU	ISGC	C	AU C
CHAK TONG, AU	CHAK TONG	AU	CHAK TONG	AU	ISGC	CT	AU CT
ARNAUD, AUBIGNY	ARNAUD	AUBIGNY	ARNAUD	AUBIGNY	ISGC	A	AUBIGNY A
JAROSLAV, AUBRECHT	JAROSLAV	AUBRECHT	JAROSLAV	AUBRECHT	ISGC	J	AUBRECHT J
JEAN-MARIE, AUBRY	JEAN-MARIE	AUBRY	JEAN MARIE	AUBRY	ISGC	J	AUBRY J
JEAN MARIE, AUBRY	JEAN MARIE	AUBRY	JEAN MARIE	AUBRY	ISGC	JM	AUBRY JM
MAÏTÉ, AUDEMAR	MAÏTÉ	AUDEMAR	MAITE	AUDEMAR	ISGC	M	AUDEMAR M
MAITE, AUDEMAR	MAITE	AUDEMAR	MAITE	AUDEMAR	ISGC	M	AUDEMAR M
JEAN-LUC, AUDIC	JEAN-LUC	AUDIC	JEAN LUC	AUDIC	ISGC	J	AUDIC J
JEAN LUC, AUDIC	JEAN LUC	AUDIC	JEAN LUC	AUDIC	ISGC	JL	AUDIC JL
GRÉGOIRE, AUDO	GRÉGOIRE	AUDO	GREGOIRE	AUDO	ISGC	G	AUDO G
GREGOIRE, AUDO	GREGOIRE	AUDO	GREGOIRE	AUDO	ISGC	G	AUDO G
MARIANE, AUDO	MARIANE	AUDO	MARIANE	AUDO	ISGC	M	AUDO M
FRANZISKA, AUER	FRANZISKA	AUER	FRANZISKA	AUER	ISGC	F	AUER F
PEDRO, AUGUSTO	PEDRO	AUGUSTO	PEDRO	AUGUSTO	ISGC	P	AUGUSTO P
F, AULENTA	F	AULENTA	FRANCESCA	AULENTA	ISGC	F	AULENTA F
FRANCESCA, AULENTA	FRANCESCA	AULENTA	FRANCESCA	AULENTA	ISGC	F	AULENTA F
CHRISTIAN, AUPETIT	CHRISTIAN	AUPETIT	CHRISTIAN	AUPETIT	ISGC	C	AUPETIT C
ALINE, AUROUX	ALINE	AUROUX	ALINE	AUROUX	ISGC	A	AUROUX A
JULIA, AUSSERLEITNER	JULIA	AUSSERLEITNER	JULIA	AUSSERLEITNER	ISGC	J	AUSSERLEITNER J
JEAN-MARIE, AUTRET	JEAN-MARIE	AUTRET	JEAN MARIE	AUTRET	ISGC	J	AUTRET J
JEAN MARIE, AUTRET	JEAN MARIE	AUTRET	JEAN MARIE	AUTRET	ISGC	JM	AUTRET JM
RÉMY, AUVERGNE	RÉMY	AUVERGNE	REMI	AUVERGNE	ISGC	R	AUVERGNE R
RÉMI, AUVERGNE	RÉMI	AUVERGNE	REMI	AUVERGNE	ISGC	R	AUVERGNE R
REMI, AUVERGNE	REMI	AUVERGNE	REMI	AUVERGNE	ISGC	R	AUVERGNE R
MANGESH, AVHAD	MANGESH	AVHAD	MANGESH	AVHAD	ISGC	M	AVHAD M
KALLIOPI, AVRAMIDOU	KALLIOPI	AVRAMIDOU	KALLIOPI	AVRAMIDOU	ISGC	K	AVRAMIDOU K
IQRA ZUBAIR, AWAN	IQRA ZUBAIR	AWAN	IQRA ZUBAIR	AWAN	ISGC	IZ	AWAN IZ
CYRIL, AYMONIER	CYRIL	AYMONIER	CYRIL	AYMONIER	ISGC	C	AYMONIER C
ANDRÉ, AYRAL	ANDRÉ	AYRAL	ANDRE	AYRAL	ISGC	A	AYRAL A
ANDRE, AYRAL	ANDRE	AYRAL	ANDRE	AYRAL	ISGC	A	AYRAL A
PHILIPPE, AYRAULT	PHILIPPE	AYRAULT	PHILIPPE	AYRAULT	ISGC	P	AYRAULT P
MIRELLA, AZAR	MIRELLA	AZAR	MIRELLA	AZAR	ISGC	M	AZAR M
YAMINA MOUNIA, AZRI	YAMINA MOUNIA	AZRI	YAMINA MOUNIA	AZRI	ISGC	YM	AZRI YM
WALID, BAAZIZ	WALID	BAAZIZ	WALID	BAAZIZ	ISGC	W	BAAZIZ W
NEHA, BABBAR	NEHA	BABBAR	NEHA	BABBAR	ISGC	N	BABBAR N
MOHAMED, BACCOUR	MOHAMED	BACCOUR	MOHAMED	BACCOUR	ISGC	M	BACCOUR M
MOSTAPHA, BACHIR BEY	MOSTAPHA	BACHIR BEY	MOSTAPHA	BACHIR BEY	ISGC	M	BACHIR BEY M
RICCARDO, BACILE	RICCARDO	BACILE	RICCARDO	BACILE	ISGC	R	BACILE R
OLIVIER, BACK	OLIVIER	BACK	OLIVIER	BACK	ISGC	O	BACK O
WOOJIN, BACK	WOOJIN	BACK	WOOJIN	BACK	ISGC	W	BACK W
ABDELMALEK, BADIS	ABDELMALEK	BADIS	ABDELMALEK	BADIS	ISGC	A	BADIS A
ANNE, BADO-NILLES	ANNE	BADO-NILLES	ANNE	BADO NILLES	ISGC	A	BADO-NILLES A
ANNE, BADO NILLES	ANNE	BADO NILLES	ANNE	BADO NILLES	ISGC	A	BADO NILLES A
SOULEYMANE, BAH	SOULEYMANE	BAH	SOULEYMANE	BAH	ISGC	S	BAH S
PAYAL, BAHETI	PAYAL	BAHETI	PAYAL	BAHETI	ISGC	P	BAHETI P
EDOUARD, BAILLE-BARRELLE	EDOUARD	BAILLE-BARRELLE	EDOUARD	BAILLE BARRELLE	ISGC	E	BAILLE-BARRELLE E
EDOUARD, BAILLE BARRELLE	EDOUARD	BAILLE BARRELLE	EDOUARD	BAILLE BARRELLE	ISGC	E	BAILLE BARRELLE E
ALICE, BAILLIÉ	ALICE	BAILLIÉ	ALICE	BAILLIE	ISGC	A	BAILLIE A
ALICE, BAILLIE	ALICE	BAILLIE	ALICE	BAILLIE	ISGC	A	BAILLIE A
SUMAN, BAJRACHARYA	SUMAN	BAJRACHARYA	SUMAN	BAJRACHARYA	ISGC	S	BAJRACHARYA S
SUMAN, BJARACHARYA	SUMAN	BJARACHARYA	SUMAN	BAJRACHARYA	ISGC	S	BJARACHARYA S
BÉNÉDICTE, BAKAN	BÉNÉDICTE	BAKAN	BENEDICTE	BAKAN	ISGC	B	BAKAN B
BENEDICTE, BAKAN	BENEDICTE	BAKAN	BENEDICTE	BAKAN	ISGC	B	BAKAN B
RENÉE, BAKKEMO	RENÉE	BAKKEMO	RENEE	BAKKEMO	other	R	BAKKEMO R
RENEE ISABEL, BAKKEMO	RENEE ISABEL	BAKKEMO	RENEE ISABEL	BAKKEMO	ISGC	RI	BAKKEMO RI
CAMELIA, BALA	CAMELIA	BALA	CAMELIA	BALA	ISGC	C	BALA C
MATTHIEU, BALAS	MATTHIEU	BALAS	MATTHIEU	BALAS	ISGC	M	BALAS M
STEFANIA, BALDASSARRE	STEFANIA	BALDASSARRE	STEFANIA	BALDASSARRE	ISGC	S	BALDASSARRE S
MANFRED, BALDAUF	MANFRED	BALDAUF	MANFRED	BALDAUF	ISGC	M	BALDAUF M
NOÉMIE, BALISTRERI	NOÉMIE	BALISTRERI	NOEMIE	BALISTRERI	ISGC	N	BALISTRERI N
NOEMIE, BALISTRERI	NOEMIE	BALISTRERI	NOEMIE	BALISTRERI	ISGC	N	BALISTRERI N
KARINE, BALLERAT-BUSSEROLLES	KARINE	BALLERAT-BUSSEROLLES	KARINE	BALLERAT BUSSEROLLES	ISGC	K	BALLERAT-BUSSEROLLES K
KARINE, BALLERAT BUSSEROLLES	KARINE	BALLERAT BUSSEROLLES	KARINE	BALLERAT BUSSEROLLES	ISGC	K	BALLERAT BUSSEROLLES K
LOURDES, BALLINAS-CASARRUBIAS	LOURDES	BALLINAS-CASARRUBIAS	LOURDES	BALLINAS CASARRUBIAS	ISGC	L	BALLINAS-CASARRUBIAS L
LOURDES, BALLINAS CASARRUBIAS	LOURDES	BALLINAS CASARRUBIAS	LOURDES	BALLINAS CASARRUBIAS	ISGC	L	BALLINAS CASARRUBIAS L
MURIEL, BALLOY	MURIEL	BALLOY	MURIEL	BALLOY	ISGC	M	BALLOY M
OLIVIER, BALS	OLIVIER	BALS	OLIVIER	BALS	ISGC	O	BALS O
MICHEL, BALTAS	MICHEL	BALTAS	MICHEL	BALTAS	ISGC	M	BALTAS M
ALINA MARIANA, BALU	ALINA MARIANA	BALU	ALINA MARIANA	BALU	ISGC	AM	BALU AM
ALINA, BALU	ALINA	BALU	ALINA MARIANA	BALU	ISGC	A	BALU A
ALINA M, BALU	ALINA M	BALU	ALINA MARIANA	BALU	ISGC	AM	BALU AM
ESTELLE, LEONARD	ESTELLE	LEONARD	ESTELLE	BANASZAK LEONARD	ISGC	E	LEONARD E
ESTELLE, LÉONARD	ESTELLE	LÉONARD	ESTELLE	BANASZAK LEONARD	ISGC	E	LEONARD E
ESTELLE, BANASZAK-LEONARD	ESTELLE	BANASZAK-LEONARD	ESTELLE	BANASZAK LEONARD	ISGC	E	BANASZAK-LEONARD E
ESTELLE BANASZAK, LEONARD	ESTELLE BANASZAK	LEONARD	ESTELLE	BANASZAK LEONARD	ISGC	EB	LEONARD EB
ESTELLE, BANASZAK LEONARD	ESTELLE	BANASZAK LEONARD	ESTELLE	BANASZAK LEONARD	ISGC	E	BANASZAK LEONARD E
CLAUDIA, BANDINELLI	CLAUDIA	BANDINELLI	CLAUDIA	BANDINELLI	ISGC	C	BANDINELLI C
JULIA, BANDOW	JULIA	BANDOW	JULIA	BANDOW	ISGC	J	BANDOW J
AIDA, BANI	AIDA	BANI	AIDA	BANI	ISGC	A	BANI A
CHARLES, BANKS	CHARLES	BANKS	CHARLES	BANKS	ISGC	C	BANKS C
XAVIER, BANTREIL	XAVIER	BANTREIL	XAVIER	BANTREIL	ISGC	X	BANTREIL X
ANTONIO, BAPTISTA	ANTONIO	BAPTISTA	ANTONIO	BAPTISTA	ISGC	A	BAPTISTA A
SARA, BAPTISTA	SARA	BAPTISTA	SARA	BAPTISTA	ISGC	S	BAPTISTA S
ABDELLATIF, BARAKAT	ABDELLATIF	BARAKAT	ABDELLATIF	BARAKAT	ISGC	A	BARAKAT A
ABDELATIF, BARAKAT	ABDELATIF	BARAKAT	ABDELLATIF	BARAKAT	ISGC	A	BARAKAT A
ASSEM M, BARAKAT	ASSEM M	BARAKAT	ASSEM M	BARAKAT	ISGC	AM	BARAKAT AM
AKILA, BARAMA	AKILA	BARAMA	AKILA	BARAMA	ISGC	A	BARAMA A
STEVE, BARANTON	STEVE	BARANTON	STEVE	BARANTON	ISGC	S	BARANTON S
STÈVE, BARANTON	STÈVE	BARANTON	STEVE	BARANTON	ISGC	S	BARANTON S
IMANE, BARBARA	IMANE	BARBARA	IMANE	BARBARA	ISGC	I	BARBARA I
JACQUES, BARBIER	JACQUES	BARBIER	JACQUES	BARBIER	ISGC	J	BARBIER J
LUÍS, BARBOSA	LUÍS	BARBOSA	LUIS	BARBOSA	ISGC	L	BARBOSA L
LUIS, BARBOSA	LUIS	BARBOSA	LUIS	BARBOSA	ISGC	L	BARBOSA L
OVEIMAR, BARBOSA	OVEIMAR	BARBOSA	OVEIMAR	BARBOSA	ISGC	O	BARBOSA O
IARA, BARBOSA OLIVEIRA	IARA	BARBOSA OLIVEIRA	IARA	BARBOSA OLIVEIRA	ISGC	I	BARBOSA OLIVEIRA I
IARA, OLIVEIRA	IARA	OLIVEIRA	IARA	BARBOSA OLIVEIRA	ISGC	I	OLIVEIRA I
ELISA GIL, BARDAJÍ	ELISA GIL	BARDAJÍ	ELISA GIL	BARDAJI	ISGC	EG	BARDAJI EG
ELISA GIL, BARDAJI	ELISA GIL	BARDAJI	ELISA GIL	BARDAJI	ISGC	EG	BARDAJI EG
MARCELLO, BARICCO	MARCELLO	BARICCO	MARCELLO	BARICCO	ISGC	M	BARICCO M
DORA, BARNA	DORA	BARNA	DORA	BARNA	ISGC	D	BARNA D
MARC, BARON	MARC	BARON	MARC	BARON	ISGC	M	BARON M
MICHEL, BARON	MICHEL	BARON	MICHEL	BARON	ISGC	M	BARON M
JOEL, BARRAULT	JOEL	BARRAULT	JOEL	BARRAULT	ISGC	J	BARRAULT J
SUSANA, BARREIROS	SUSANA	BARREIROS	SUSANA	BARREIROS	ISGC	S	BARREIROS S
VICTORIA LAURA, BARRIO	VICTORIA LAURA	BARRIO	VICTORIA LAURA	BARRIO	ISGC	VL	BARRIO VL
CÉCILE, BARRON	CÉCILE	BARRON	CECILE	BARRON	ISGC	C	BARRON C
CECILE, BARRON	CECILE	BARRON	CECILE	BARRON	ISGC	C	BARRON C
LILLIAN, BARROS	LILLIAN	BARROS	LILLIAN	BARROS	ISGC	L	BARROS L
TELMA, BARROSO	TELMA	BARROSO	TELMA	BARROSO	ISGC	T	BARROSO T
JOHN, BARRY	JOHN	BARRY	JOHN	BARRY	ISGC	J	BARRY J
KATALIN, BARTA	KATALIN	BARTA	KATALIN	BARTA	ISGC	K	BARTA K
MAARTEN, BARTELS	MAARTEN	BARTELS	MAARTEN	BARTELS	ISGC	M	BARTELS M
TANJA, BARTH	TANJA	BARTH	TANJA	BARTH	ISGC	T	BARTH T
CYRILLE, BARTHELEMY	CYRILLE	BARTHELEMY	CYRILLE	BARTHELEMY	ISGC	C	BARTHELEMY C
VALENTYNA, BARVINCHENKO	VALENTYNA	BARVINCHENKO	VALENTYNA	BARVINCHENKO	ISGC	V	BARVINCHENKO V
ALI, BASHAL	ALI	BASHAL	ALI	BASHAL	ISGC	A	BASHAL A
FRANCESCO, BASILE	FRANCESCO	BASILE	FRANCESCO	BASILE	ISGC	F	BASILE F
FRANCESCO LUCA, BASILE	FRANCESCO LUCA	BASILE	FRANCESCO LUCA	BASILE	ISGC	FL	BASILE FL
FRANCESCO, BASILE	FRANCESCO	BASILE	FRANCESCO LUCA	BASILE	ISGC	F	BASILE F
CHARLIE, BASSET	CHARLIE	BASSET	CHARLIE	BASSET	ISGC	C	BASSET C
ANDREA, BASSO	ANDREA	BASSO	ANDREA	BASSO	ISGC	A	BASSO A
LILIANA, BASTOS	LILIANA	BASTOS	LILIANA	BASTOS	ISGC	L	BASTOS L
FRÉDÉRIC, BATAILLE	FRÉDÉRIC	BATAILLE	FREDERIC	BATAILLE	ISGC	F	BATAILLE F
FREDERIC, BATAILLE	FREDERIC	BATAILLE	FREDERIC	BATAILLE	ISGC	F	BATAILLE F
NAGAPHANI KUMAR, BATCHU	NAGAPHANI KUMAR	BATCHU	NAGAPHANI KUMAR	BATCHU	ISGC	NK	BATCHU NK
CATHERINE, BATIOT-DUPEYRAT	CATHERINE	BATIOT-DUPEYRAT	CATHERINE	BATIOT DUPEYRAT	ISGC	C	BATIOT-DUPEYRAT C
CATHERINE, BATIOT DUPEYRAT	CATHERINE	BATIOT DUPEYRAT	CATHERINE	BATIOT DUPEYRAT	ISGC	C	BATIOT DUPEYRAT C
YANN, BATONNEAU	YANN	BATONNEAU	YANN	BATONNEAU	ISGC	Y	BATONNEAU Y
MADEEHA, BATOOL	MADEEHA	BATOOL	MADEEHA	BATOOL	ISGC	M	BATOOL M
STANISLAS, BAUDOUIN	STANISLAS	BAUDOUIN	STANISLAS	BAUDOUIN	ISGC	S	BAUDOUIN S
PIERRE, BAUDUIN	PIERRE	BAUDUIN	PIERRE	BAUDUIN	ISGC	P	BAUDUIN P
PIERRE, BADUIN	PIERRE	BADUIN	PIERRE	BAUDUIN	ISGC	P	BADUIN P
BERNHARD, BAUER-SIEBENLIST	BERNHARD	BAUER-SIEBENLIST	BERNHARD	BAUER SIEBENLIST	ISGC	B	BAUER-SIEBENLIST B
BERNHARD, BAUER SIEBENLIST	BERNHARD	BAUER SIEBENLIST	BERNHARD	BAUER SIEBENLIST	ISGC	B	BAUER SIEBENLIST B
STÉPHANIE, BAUMBERGER	STÉPHANIE	BAUMBERGER	STEPHANIE	BAUMBERGER	ISGC	S	BAUMBERGER S
STEPHANIE, BAUMBERGER	STEPHANIE	BAUMBERGER	STEPHANIE	BAUMBERGER	ISGC	S	BAUMBERGER S
MARIUS, BAUEMEL	MARIUS	BAUEMEL	MARIUS	BAUMEL	ISGC	M	BAUEMEL M
MARIUS, BAUMEL	MARIUS	BAUMEL	MARIUS	BAUMEL	ISGC	M	BAUMEL M
MARIUS, BAÜMEL	MARIUS	BAÜMEL	MARIUS	BAUMEL	other	M	BAUMEL M
TEODORA, BAVARO	TEODORA	BAVARO	TEODORA	BAVARO	ISGC	T	BAVARO T
AYOOB, BAZGIR	AYOOB	BAZGIR	AYOOB	BAZGIR	ISGC	A	BAZGIR A
ANDREW, BEALE	ANDREW	BEALE	ANDREW	BEALE	ISGC	A	BEALE A
ROMAIN, BEAUCHET	ROMAIN	BEAUCHET	ROMAIN	BEAUCHET	ISGC	R	BEAUCHET R
JOHNNY, BEAUGRAND	JOHNNY	BEAUGRAND	JOHNNY	BEAUGRAND	ISGC	J	BEAUGRAND J
DIANE, BECART	DIANE	BECART	DIANE	BECART	ISGC	D	BECART D
MARIA ROSA, BECCIA	MARIA ROSA	BECCIA	MARIA ROSA	BECCIA	ISGC	MR	BECCIA MR
JORGE, BECERRA	JORGE	BECERRA	JORGE	BECERRA	ISGC	J	BECERRA J
MARIANNE A B J, BECKERS	MARIANNE A B J	BECKERS	MARIANNE A B J	BECKERS	ISGC	MABJ	BECKERS MABJ
VANESSA, BECQUET	VANESSA	BECQUET	VANESSA	BECQUET	ISGC	V	BECQUET V
MATTHIEU, BECUWE	MATTHIEU	BECUWE	MATTHIEU	BECUWE	ISGC	M	BECUWE M
GILLES, BEDOUX	GILLES	BEDOUX	GILLES	BEDOUX	ISGC	G	BEDOUX G
VALENTINA, BEGHETTO	VALENTINA	BEGHETTO	VALENTINA	BEGHETTO	ISGC	V	BEGHETTO V
BRUCE, BEGOT	BRUCE	BEGOT	BRUCE	BEGOT	ISGC	B	BEGOT B
RONAN, BEHLING	RONAN	BEHLING	RONAN	BEHLING	ISGC	R	BEHLING R
ARNO, BEHR	ARNO	BEHR	ARNO	BEHR	ISGC	A	BEHR A
ANNA KATHARINA, BEINE	ANNA KATHARINA	BEINE	ANNA KATHARINA	BEINE	ISGC	AK	BEINE AK
RAJAE, BELAABED	RAJAE	BELAABED	RAJA	BELAABED	ISGC	R	BELAABED R
RAJA, BELAABED	RAJA	BELAABED	RAJA	BELAABED	ISGC	R	BELAABED R
CRISTINA, BELDA MARIN	CRISTINA	BELDA MARIN	CRISTINA	BELDA MARIN	ISGC	C	BELDA MARIN C
PASCAL, BELIN	PASCAL	BELIN	PASCAL	BELIN	ISGC	P	BELIN P
BELSEM, BELKHIRIA	BELSEM	BELKHIRIA	BELSEM	BELKHIRIA	ISGC	B	BELKHIRIA B
V, BELLIERE-BACA	V	BELLIERE-BACA	VIRGINIE	BELLIERE BACA	ISGC	V	BELLIERE-BACA V
VIRGINIE, BELLIÈRE-BACA	VIRGINIE	BELLIÈRE-BACA	VIRGINIE	BELLIERE BACA	ISGC	V	BELLIERE-BACA V
VIRGINIE, BELLIERE BACA	VIRGINIE	BELLIERE BACA	VIRGINIE	BELLIERE BACA	ISGC	V	BELLIERE BACA V
DORINE, BELMESSIERI	DORINE	BELMESSIERI	DORINE	BELMESSIERI	ISGC	D	BELMESSIERI D
JOSÉ LUIS, BELMONTE VÁZQUEZ	JOSÉ LUIS	BELMONTE VÁZQUEZ	JOSE LUIS	BELMONTE VAZQUEZ	ISGC	JL	BELMONTE VAZQUEZ JL
JOSE LUIS, BELMONTE VAZQUEZ	JOSE LUIS	BELMONTE VAZQUEZ	JOSE LUIS	BELMONTE VAZQUEZ	ISGC	JL	BELMONTE VAZQUEZ JL
DAN, BELOSINSCHI	DAN	BELOSINSCHI	DAN	BELOSINSCHI	ISGC	D	BELOSINSCHI D
AHMED, BELOUAZNI	AHMED	BELOUAZNI	AHMED	BELOUAZNI	ISGC	A	BELOUAZNI A
MOUNIR, BEN AMAR	MOUNIR	BEN AMAR	MOUNIR	BEN AMAR	ISGC	M	BEN AMAR M
ASMA, BEN MABROUK	ASMA	BEN MABROUK	ASMA	BEN MABROUK	ISGC	A	BEN MABROUK A
ANOUAR, BEN SAID	ANOUAR	BEN SAID	ANOUAR	BEN SAID	ISGC	A	BEN SAID A
AMEL, BENADDA	AMEL	BENADDA	AMEL	BENADDA	ISGC	A	BENADDA A
MAURIZIO, BENAGLIA	MAURIZIO	BENAGLIA	MAURIZIO	BENAGLIA	ISGC	M	BENAGLIA M
WASSILA, BENAISSA	WASSILA	BENAISSA	WASSILA	BENAISSA	ISGC	W	BENAISSA W
SIHAM, BENANANE	SIHAM	BENANANE	SIHAM	BENANANE	ISGC	S	BENANANE S
DOMINIQUE, BENAZET	DOMINIQUE	BENAZET	DOMINIQUE	BENAZET	ISGC	D	BENAZET D
MOHAMED, BENCHEIKH	MOHAMED	BENCHEIKH	MOHAMED	BENCHEIKH	ISGC	M	BENCHEIKH M
HYNEK, BENE	HYNEK	BENE	HYNEK	BENE	ISGC	H	BENE H
VALÉRIE, BÉNÉTEAU	VALÉRIE	BÉNÉTEAU	VALERIE	BENETEAU	ISGC	V	BENETEAU V
VALERIE, BENETEAU	VALERIE	BENETEAU	VALERIE	BENETEAU	ISGC	V	BENETEAU V
MOHAMED EL HADI, BENHALOUCHE	MOHAMED EL HADI	BENHALOUCHE	MOHAMED EL HADI	BENHALOUCHE	ISGC	MEH	BENHALOUCHE MEH
ÓSCAR, BENITO-ROMÁN	ÓSCAR	BENITO-ROMÁN	OSCAR	BENITO ROMAN	ISGC	O	BENITO-ROMAN O
OSCAR, BENITO-ROMAN	OSCAR	BENITO-ROMAN	OSCAR	BENITO ROMAN	ISGC	O	BENITO-ROMAN O
OSCAR, BENITO ROMAN	OSCAR	BENITO ROMAN	OSCAR	BENITO ROMAN	ISGC	O	BENITO ROMAN O
FARID, BENKACI-ALI	FARID	BENKACI-ALI	FARID	BENKACI ALI	ISGC	F	BENKACI-ALI F
FARID, BENKACI ALI	FARID	BENKACI ALI	FARID	BENKACI ALI	ISGC	F	BENKACI ALI F
FATIHA, BENKERROU	FATIHA	BENKERROU	FATIHA	BENKERROU	ISGC	F	BENKERROU F
AMEL, BENMEDDAH	AMEL	BENMEDDAH	AMEL	BENMEDDAH	ISGC	A	BENMEDDAH A
CHLOÉ, BENNATI-GRANIER	CHLOÉ	BENNATI-GRANIER	CHLOE	BENNATI GRANIER	ISGC	C	BENNATI-GRANIER C
CHLOE, BENNATI GRANIER	CHLOE	BENNATI GRANIER	CHLOE	BENNATI GRANIER	ISGC	C	BENNATI GRANIER C
CHARLOTTE E M, BENNETT	CHARLOTTE E M	BENNETT	CHARLOTTE E M	BENNETT	ISGC	CEM	BENNETT CEM
SIMONA, BENNICI	SIMONA	BENNICI	SIMONA	BENNICI	ISGC	S	BENNICI S
LEILA, BENNINI	LEILA	BENNINI	LEILA	BENNINI	ISGC	L	BENNINI L
MAUD, BENOIT	MAUD	BENOIT	MAUD	BENOIT	ISGC	M	BENOIT M
AMMAR, BENSAKHRIA	AMMAR	BENSAKHRIA	AMMAR	BENSAKHRIA	ISGC	A	BENSAKHRIA A
MOHAMMED, BENSITEL	MOHAMMED	BENSITEL	MOHAMMED	BENSITEL	ISGC	M	BENSITEL M
FOUAD, BENTISS	FOUAD	BENTISS	FOUAD	BENTISS	ISGC	F	BENTISS F
ZOHEIR SALIM, BENTOUNSI	ZOHEIR SALIM	BENTOUNSI	ZOHEIR SALIM	BENTOUNSI	ISGC	ZS	BENTOUNSI ZS
THIERRY, BENVEGNU	THIERRY	BENVEGNU	THIERRY	BENVEGNU	ISGC	T	BENVEGNU T
EMILE, BERE	EMILE	BERE	EMILE	BERE	ISGC	E	BERE E
CAROLINE, BERENGER	CAROLINE	BERENGER	CAROLINE	BERENGER	ISGC	C	BERENGER C
JUANA M, BERNAL	JUANA M	BERNAL	JUANA M	BERNAL	ISGC	JM	BERNAL JM
DIDIER, BERNARD	DIDIER	BERNARD	DIDIER	BERNARD	ISGC	D	BERNARD D
LUCA, BERNARDI	LUCA	BERNARDI	LUCA	BERNARDI	ISGC	L	BERNARDI L
HEID, BERNAS	HEID	BERNAS	HEIDI	BERNAS	ISGC	H	BERNAS H
HEIDI, BERNAS	HEIDI	BERNAS	HEIDI	BERNAS	ISGC	H	BERNAS H
YANN, BERNHARD	YANN	BERNHARD	YANN	BERNHARD	ISGC	Y	BERNHARD Y
THIERRY, BERNOUD	THIERRY	BERNOUD	THIERRY	BERNOUD	ISGC	T	BERNOUD T
JEAN-GUY, BERRIN	JEAN-GUY	BERRIN	JEAN GUY	BERRIN	ISGC	J	BERRIN J
JEAN GUY, BERRIN	JEAN GUY	BERRIN	JEAN GUY	BERRIN	ISGC	JG	BERRIN JG
ABDELKRIM, BERROUKCHE	ABDELKRIM	BERROUKCHE	ABDELKRIM	BERROUKCHE	ISGC	A	BERROUKCHE A
ROBERTA, BERTANI	ROBERTA	BERTANI	ROBERTA	BERTANI	ISGC	R	BERTANI R
FRÉDÉRIQUE, BERTAUD	FRÉDÉRIQUE	BERTAUD	FREDERIQUE	BERTAUD	ISGC	F	BERTAUD F
FREDERIQUE, BERTAUD	FREDERIQUE	BERTAUD	FREDERIQUE	BERTAUD	ISGC	F	BERTAUD F
CÉLINE, BERTINO-GHERA	CÉLINE	BERTINO-GHERA	CELINE	BERTINO GHERA	ISGC	C	BERTINO-GHERA C
CELINE, BERTINO GHERA	CELINE	BERTINO GHERA	CELINE	BERTINO GHERA	ISGC	C	BERTINO GHERA C
BENJAMIN, BERTLEFF	BENJAMIN	BERTLEFF	BENJAMIN	BERTLEFF	ISGC	B	BERTLEFF B
EMMANUEL, BERTRAND	EMMANUEL	BERTRAND	EMMANUEL	BERTRAND	ISGC	E	BERTRAND E
PHILIPPE, BERTRAND	PHILIPPE	BERTRAND	PHILIPPE	BERTRAND	ISGC	P	BERTRAND P
ASTRID, BESMEHN	ASTRID	BESMEHN	ASTRID	BESMEHN	ISGC	A	BESMEHN A
CLAIRE, BESNARD	CLAIRE	BESNARD	CLAIRE	BESNARD	ISGC	C	BESNARD C
JEAN-LUC, BESOMBES	JEAN-LUC	BESOMBES	JEAN LUC	BESOMBES	ISGC	J	BESOMBES J
JEAN LUC, BESOMBES	JEAN LUC	BESOMBES	JEAN LUC	BESOMBES	ISGC	JL	BESOMBES JL
VINCENT, BESSE	VINCENT	BESSE	VINCENT	BESSE	ISGC	V	BESSE V
MARIE, BESSIERES	MARIE	BESSIERES	MARIE	BESSIERES	ISGC	M	BESSIERES M
MICHÈLE, BESSON	MICHÈLE	BESSON	MICHELE	BESSON	ISGC	M	BESSON M
MICHELE, BESSON	MICHELE	BESSON	MICHELE	BESSON	ISGC	M	BESSON M
STÉPHANE, BETOULLE	STÉPHANE	BETOULLE	STEPHANE	BETOULLE	ISGC	S	BETOULLE S
STEPHANE, BETOULLE	STEPHANE	BETOULLE	STEPHANE	BETOULLE	ISGC	S	BETOULLE S
CYRILLE, BETRON	CYRILLE	BETRON	CYRILLE	BETRON	ISGC	C	BETRON C
MOHAMMED, BETTAHAR	MOHAMMED	BETTAHAR	MOHAMMED	BETTAHAR	ISGC	M	BETTAHAR M
NADÈGE, BEURY	NADÈGE	BEURY	NADEGE	BEURY	ISGC	N	BEURY N
NADEGE, BEURY	NADEGE	BEURY	NADEGE	BEURY	ISGC	N	BEURY N
ANDREA, BEUTNER	ANDREA	BEUTNER	ANDREA	BEUTNER	ISGC	A	BEUTNER A
